"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"52983","52983","txn","","","Brontosaurus","","52983","genus","Brontosaurus","66543","7814","extinct","23"
"66539","66539","txn","","","Elosaurus","subjective synonym of","52983","genus","Brontosaurus","66543","13855","extinct","23"
"52982","52982","txn","","","Brontosaurus excelsus","","52982","species","Brontosaurus excelsus","52983","7814","extinct","13"
"52991","52991","txn","","","Brontosaurus amplus","subjective synonym of","52982","species","Brontosaurus excelsus","52983","7816","extinct","13"
"66540","319100","txn","","","Brontosaurus parvus","","66540","species","Brontosaurus parvus","52983","13855","extinct","4"
"66834","319105","txn","","","Brontosaurus yahnahpin","","66834","species","Brontosaurus yahnahpin","52983","14073","extinct","3"
"441116","441116","txn","","","Brontosaurus giganteus","nomen nudum, species not entered","52983","genus","Brontosaurus","52983","77735","extinct","1"
"66833","66833","txn","","","Eobrontosaurus","subjective synonym of","52983","genus","Brontosaurus","66543","14072","extinct","23"
"38665","38665","txn","","","Apatosaurus","","38665","genus","Apatosaurus","66543","7811","extinct","67"
"77217","77217","txn","","","Titanosaurus","subjective synonym of","38665","genus","Apatosaurus","66543","7812","extinct","67"
"57752","57752","txn","","","Apatosaurus louisae","","57752","species","Apatosaurus louisae","38665","14351","extinct","5"
"52974","52974","txn","","","Apatosaurus laticollis","subjective synonym of","57752","species","Apatosaurus louisae","38665","5981","extinct","5"
"52958","52958","txn","","","Apatosaurus ajax","","52958","species","Apatosaurus ajax","38665","7811","extinct","3"
"65916","319099","txn","","","Diplodocinae","","65916","unranked clade","Diplodocinae","38664","55026","extinct","138"
"38669","38669","txn","","","Diplodocus","","38669","genus","Diplodocus","65916","7803","extinct","66"
"66614","66614","txn","","","Seismosaurus","subjective synonym of","38669","genus","Diplodocus","65916","13886","extinct","66"
"52920","52920","txn","","","Diplodocus longus","","52920","species","Diplodocus longus","38669","7803","extinct","5"
"65917","65917","txn","","","Diplodocus carnegii","","65917","species","Diplodocus carnegii","38669","5990","extinct","4"
"66615","104974","txn","","","Diplodocus hallorum","","66615","species","Diplodocus hallorum","38669","13886","extinct","3"
"38666","38666","txn","","","Barosaurus","","38666","genus","Barosaurus","65916","12250","extinct","19"
"54166","54166","txn","","","Barosaurus lentus","","54166","species","Barosaurus lentus","38666","12250","extinct","3"
"92310","92310","txn","","","Barosaurus gracilis","nomen nudum, species not entered","38666","genus","Barosaurus","38666","5700","extinct","0"
"57456","57456","txn","","","Gigantosaurus","subjective synonym of","38666","genus","Barosaurus","65916","51607","extinct","19"
"65361","65361","txn","","","Dinheirosaurus","","65361","genus","Dinheirosaurus","65916","13166","extinct","1"
"65362","65362","txn","","","Dinheirosaurus lourinhanensis","","65362","species","Dinheirosaurus lourinhanensis","65361","13166","extinct","1"
"319102","319102","txn","","","Galeamopus","","319102","genus","Galeamopus","65916","55026","extinct","6"
"65918","319103","txn","","","Galeamopus hayi","","65918","species","Galeamopus hayi","319102","13559","extinct","2"
"352582","352582","txn","","","Galeamopus pabsti","","352582","species","Galeamopus pabsti","319102","62229","extinct","3"
"38695","38695","txn","","","Tornieria","","38695","genus","Tornieria","65916","34366","extinct","7"
"64726","64727","txn","","","Tornieria africana","","64726","species","Tornieria africana","38695","51607","extinct","6"
"517883","517883","txn","","","Barosaurus africanus gracilis","","517883","subspecies","Barosaurus africanus gracilis","64726","12603","extinct","0"
"295114","295114","txn","","","Leinkupal","","295114","genus","Leinkupal","65916","51173","extinct","1"
"295115","295115","txn","","","Leinkupal laticauda","","295115","species","Leinkupal laticauda","295114","51173","extinct","1"
"498483","498483","txn","","","Ardetosaurus","","498483","genus","Ardetosaurus","65916","89446","extinct","1"
"498484","498484","txn","","","Ardetosaurus viator","","498484","species","Ardetosaurus viator","498483","89446","extinct","1"
"56456","56456","txn","","","Supersaurus","","56456","genus","Supersaurus","65916","12262","extinct","5"
"56455","56455","txn","","","Supersaurus vivianae","","56455","species","Supersaurus vivianae","56456","12262","extinct","4"
"63786","63786","txn","","","Dystylosaurus edwini","subjective synonym of","56455","species","Supersaurus vivianae","56456","12262","extinct","4"
"56449","56453","txn","","","Ultrasauros macintoshi","subjective synonym of","56455","species","Supersaurus vivianae","56456","12262","extinct","4"
"63785","63785","txn","","","Dystylosaurus","subjective synonym of","56456","genus","Supersaurus","65916","12262","extinct","5"
"56454","56454","txn","","","Ultrasauros","subjective synonym of","56456","genus","Supersaurus","65916","29674","extinct","5"
"56450","56450","txn","","","Ultrasaurus","subjective synonym of","56456","genus","Supersaurus","65916","12262","extinct","5"
"374083","374083","txn","","","Lingwulong","","374083","genus","Lingwulong","57361","66404","extinct","1"
"374084","374084","txn","","","Lingwulong shenqi","","374084","species","Lingwulong shenqi","374083","66404","extinct","1"
"53961","319107","txn","","","Dicraeosauridae","","53961","unranked clade","Dicraeosauridae","57361","16866","extinct","36"
"515983","515983","txn","","","Athenar","","515983","genus","Athenar","53961","93312","extinct","1"
"515984","515984","txn","","","Athenar bermani","","515984","species","Athenar bermani","515983","93312","extinct","1"
"140517","140517","txn","","","Amargatitanis","","140517","genus","Amargatitanis","53961","29093","extinct","1"
"140518","140518","txn","","","Amargatitanis macni","","140518","species","Amargatitanis macni","140517","29093","extinct","1"
"57363","57363","txn","","","Suuwassea","","57363","genus","Suuwassea","53961","10483","extinct","2"
"57364","57364","txn","","","Suuwassea emilieae","","57364","species","Suuwassea emilieae","57363","10483","extinct","1"
"157545","157545","txn","","","Dyslocosaurus","","157545","genus","Dyslocosaurus","53961","31175","extinct","1"
"157546","157546","txn","","","Dyslocosaurus polyonychius","","157546","species","Dyslocosaurus polyonychius","157545","31175","extinct","1"
"375508","375508","txn","","","Pilmatueia","","375508","genus","Pilmatueia","53961","66684","extinct","1"
"375509","375509","txn","","","Pilmatueia faundezi","","375509","species","Pilmatueia faundezi","375508","66684","extinct","1"
"57351","516142","txn","","","Dicraeosaurinae","","57351","unranked clade","Dicraeosaurinae","53961","12585","extinct","24"
"38668","38668","txn","","","Dicraeosaurus","","38668","genus","Dicraeosaurus","57351","36770","extinct","19"
"65942","65942","txn","","","Dicraeosaurus sattleri","","65942","species","Dicraeosaurus sattleri","38668","36770","extinct","12"
"65941","65941","txn","","","Dicraeosaurus hansemanni","","65941","species","Dicraeosaurus hansemanni","38668","36770","extinct","5"
"381349","381349","txn","","","Bajadasaurus","","381349","genus","Bajadasaurus","57351","67852","extinct","1"
"381350","381350","txn","","","Bajadasaurus pronuspinax","","381350","species","Bajadasaurus pronuspinax","381349","67852","extinct","1"
"66114","66114","txn","","","Brachytrachelopan","","66114","genus","Brachytrachelopan","57351","13656","extinct","1"
"66115","66115","txn","","","Brachytrachelopan mesai","","66115","species","Brachytrachelopan mesai","66114","13656","extinct","1"
"53960","53960","txn","","","Amargasaurus","","53960","genus","Amargasaurus","57351","63573","extinct","2"
"53962","53962","txn","","","Amargasaurus cazaui","","53962","species","Amargasaurus cazaui","53960","5970","extinct","2"
"362056","362056","txn","","","Amargasaurus groeberi","replaced by","53962","species","Amargasaurus cazaui","53960","63573","extinct","2"
"253018","253018","txn","","","Kaatedocus","","253018","genus","Kaatedocus","53961","43977","extinct","1"
"253020","253020","txn","","","Kaatedocus siberi","","253020","species","Kaatedocus siberi","253018","43977","extinct","1"
"431632","431632","txn","","","Smitanosaurus","","431632","genus","Smitanosaurus","53961","75066","extinct","1"
"63765","431633","txn","","","Smitanosaurus agilis","","63765","species","Smitanosaurus agilis","431632","10620","extinct","1"
"57629","57629","txn","","","Diplodocus lacustris","nomen dubium, species not entered","57361","unranked clade","Flagellicaudata","57361","10626","extinct","1"
"38676","38676","txn","","","Bothriospondylus","nomen dubium","57439","unranked clade","Neosauropoda","57439","14124","extinct","0"
"134959","134959","txn","","","Marmarospondylus","nomen dubium","57439","unranked clade","Neosauropoda","57439","14124","extinct","0"
"64408","64408","txn","","","Ischyrosaurus","nomen dubium","57439","unranked clade","Neosauropoda","57439","7423","extinct","0"
"66826","66826","txn","","","Bothriospondylus suffossus","nomen dubium, species not entered","57439","unranked clade","Neosauropoda","57439","14069","extinct","1"
"353501","353501","txn","IF","","Oobardjidama","","353501","genus","Oobardjidama","57439","62321","extinct","1"
"353502","353502","txn","IF","","Oobardjidama foulkesi","","353502","species","Oobardjidama foulkesi","353501","62321","extinct","1"
"57438","57438","txn","","","Macronaria","","57438","unranked clade","Macronaria","57439","16704","extinct","1350"
"66912","66912","txn","","","Bothriospondylus robustus","nomen dubium, species not entered","57438","unranked clade","Macronaria","57438","14124","extinct","1"
"52799","52799","txn","","","Dinodocus","nomen dubium","57438","unranked clade","Macronaria","57438","4210","extinct","0"
"57468","57468","txn","","","Titanosauriformes","","57468","unranked clade","Titanosauriformes","57438","17250","extinct","1150"
"377178","377178","txn","","","Liaoningotitan","","377178","genus","Liaoningotitan","57468","66900","extinct","1"
"377179","377179","txn","","","Liaoningotitan sinensis","","377179","species","Liaoningotitan sinensis","377178","66900","extinct","1"
"202263","202263","txn","","","Fukuititan","","202263","genus","Fukuititan","57468","37922","extinct","1"
"202264","202264","txn","","","Fukuititan nipponensis","","202264","species","Fukuititan nipponensis","202263","37922","extinct","1"
"64328","64328","txn","","","Iuticosaurus","nomen dubium","57468","unranked clade","Titanosauriformes","57468","13022","extinct","0"
"64330","64330","txn","","","Iuticosaurus lydekkeri","","64330","species","Iuticosaurus lydekkeri","64328","59060","extinct","0"
"38673","38673","txn","","","Brachiosauridae","","38673","family","Brachiosauridae","57468","9791","extinct","93"
"163941","163941","txn","","","Abydosaurus","","163941","genus","Abydosaurus","38673","32168","extinct","1"
"163942","163942","txn","","","Abydosaurus mcintoshi","","163942","species","Abydosaurus mcintoshi","163941","32168","extinct","1"
"54867","54867","txn","","","Euhelopodinae","","54867","subfamily","Euhelopodinae","38673","9264","extinct","0"
"67847","92307","txn","","","Giraffatitan","","67847","genus","Giraffatitan","38673","14554","extinct","42"
"153878","153878","txn","","","Brachiosaurus (Giraffatitan) brancai","","153878","species","Brachiosaurus (Giraffatitan) brancai","67847","36770","extinct","0"
"64501","92308","txn","","","Giraffatitan brancai","","64501","species","Giraffatitan brancai","67847","36770","extinct","42"
"64502","64502","txn","","","Brachiosaurus fraasi","subjective synonym of","64501","species","Giraffatitan brancai","67847","36770","extinct","42"
"58876","58876","txn","","","Brachiosaurinae","","58876","subfamily","Brachiosaurinae","38673","16866","extinct","0"
"68169","68169","txn","","","Sonorasaurus","","68169","genus","Sonorasaurus","38673","14864","extinct","1"
"68170","68170","txn","","","Sonorasaurus thompsoni","","68170","species","Sonorasaurus thompsoni","68169","14864","extinct","1"
"65343","65343","txn","","","Lusotitan","","65343","genus","Lusotitan","38673","13162","extinct","1"
"65348","65350","txn","","","Lusotitan atalaiensis","","65348","species","Lusotitan atalaiensis","65343","13143","extinct","1"
"38677","38677","txn","","","Brachiosaurus","","38677","genus","Brachiosaurus","38673","17263","extinct","20"
"67848","67848","txn","","","Brachiosaurus (Brachiosaurus)","","67848","subgenus","Brachiosaurus (Brachiosaurus)","38677","14554","extinct","0"
"54864","54864","txn","","","Brachiosaurus altithorax","","54864","species","Brachiosaurus altithorax","38677","17263","extinct","2"
"66625","66625","txn","","","Klamelisaurinae","","66625","subfamily","Klamelisaurinae","38673","13896","extinct","0"
