occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
221107,22333,Crex,genus,Late Pliocene,Pleistocene,3.6,0.0117
221113,22333,Tyto,genus,Late Pliocene,Pleistocene,3.6,0.0117
221119,22334,Aves,class,Late Pliocene,Pleistocene,3.6,0.0117
221226,22471,Struthionidae,family,Gelasian,Calabrian,2.58,0.774
221279,22628,Phalacrocorax,genus,Calabrian,,1.8,0.774
221280,22655,Styracosaurus albertensis,species,Late Campanian,,83.6,72.2
221281,22659,Centrosaurus apertus,species,Late Campanian,,83.6,72.2
223788,21627,Aves,class,Gelasian,,2.58,1.8
224274,21750,Aves,class,Gelasian,,2.58,1.8
224622,21798,Francolinus,genus,Piacenzian,,3.6,2.58
224625,21798,Numida,genus,Piacenzian,,3.6,2.58
224645,21799,Numida,genus,Piacenzian,,3.6,2.58
224670,21800,Francolinus,genus,Piacenzian,,3.6,2.58
224729,21804,Francolinus,genus,Gelasian,,2.58,1.8
224730,21804,Numida,genus,Gelasian,,2.58,1.8
224736,21804,Streptopelia,genus,Gelasian,,2.58,1.8
224759,21805,Francolinus,genus,Gelasian,,2.58,1.8
224779,21806,Francolinus,genus,Piacenzian,,3.6,2.58
224780,21806,Numida,genus,Piacenzian,,3.6,2.58
224783,21806,Francolinus,genus,Piacenzian,,3.6,2.58
224830,21810,Francolinus,genus,Piacenzian,,3.6,2.58
224835,21810,Streptopelia,genus,Piacenzian,,3.6,2.58
224857,21811,Francolinus,genus,Piacenzian,,3.6,2.58
224961,21822,Aves,class,Calabrian,,1.8,0.774
224991,21823,Accipitridae,family,Pleistocene,,2.58,0.0117
225023,21824,Aves,class,Early Pleistocene,,2.58,0.774
225066,21824,Plataleidae,family,Early Pleistocene,,2.58,0.774
225109,21825,Struthio,genus,Pleistocene,,2.58,0.0117
225111,21825,Aves,class,Pleistocene,,2.58,0.0117
225184,21826,Numida,genus,Early Pleistocene,,2.58,0.774
225200,21827,Aves,class,Early Pleistocene,,2.58,0.774
225211,21827,Aves,class,Early Pleistocene,,2.58,0.774
225241,21828,Aves,class,Pleistocene,,2.58,0.0117
225262,21828,Plataleidae,family,Pleistocene,,2.58,0.0117
225275,21828,Aves,class,Pleistocene,,2.58,0.0117
225281,21828,Phasianidae,family,Pleistocene,,2.58,0.0117
225282,21828,Aves,class,Pleistocene,,2.58,0.0117
225283,21828,Aves,class,Pleistocene,,2.58,0.0117
225284,21828,Aves,class,Pleistocene,,2.58,0.0117
225304,21829,Struthio,genus,Pleistocene,,2.58,0.0117
225320,21829,Plataleidae,family,Pleistocene,,2.58,0.0117
225331,21829,Aves,class,Pleistocene,,2.58,0.0117
225332,21829,Aves,class,Pleistocene,,2.58,0.0117
225333,21829,Aves,class,Pleistocene,,2.58,0.0117
225334,21829,Aves,class,Pleistocene,,2.58,0.0117
225355,21830,Francolinus,genus,Zanclean,Piacenzian,5.333,2.58
225356,21830,Numida,genus,Zanclean,Piacenzian,5.333,2.58
225359,21830,Aegypius,genus,Zanclean,Piacenzian,5.333,2.58
225378,21831,Francolinus,genus,Piacenzian,,3.6,2.58
225379,21831,Numida,genus,Piacenzian,,3.6,2.58
225385,21831,Bubo,genus,Piacenzian,,3.6,2.58
225432,21833,Aves,class,Calabrian,,1.8,0.774
225471,21837,Aves,class,Pleistocene,,2.58,0.0117
225539,21843,Aves,class,Pleistocene,,2.58,0.0117
225582,21852,Diplodocus longus,species,Early Tithonian,,149.2,145.06
225583,21852,Apatosaurus,genus,Early Tithonian,,149.2,145.06
225584,21852,Camarasaurus,genus,Early Tithonian,,149.2,145.06
225585,21852,Stegosaurus,genus,Early Tithonian,,149.2,145.06
225649,21902,Aves,class,Holocene,,0.0117,0.0
225655,21902,Struthio camelus,species,Holocene,,0.0117,0.0
225662,21902,Numida meleagris,species,Holocene,,0.0117,0.0
225663,21902,Corvus,genus,Holocene,,0.0117,0.0
225692,21903,Struthio camelus,species,Holocene,,0.0117,0.0
225699,21903,Numida meleagris,species,Holocene,,0.0117,0.0
225704,21903,Pelecanus,genus,Holocene,,0.0117,0.0
225705,21903,Pternistis clappertoni,species,Holocene,,0.0117,0.0
225706,21903,Strigidae,family,Holocene,,0.0117,0.0
225715,21904,Aves,class,Holocene,,0.0117,0.0
225720,21904,Struthio camelus,species,Holocene,,0.0117,0.0
225723,21904,Numida meleagris,species,Holocene,,0.0117,0.0
225999,21938,Aves,class,Holocene,,0.0117,0.0
226138,21958,Aves,class,Holocene,,0.0117,0.0
226144,21958,Struthio camelus,species,Holocene,,0.0117,0.0
226152,21958,Numida meleagris,species,Holocene,,0.0117,0.0
226153,21958,Corvus,genus,Holocene,,0.0117,0.0
226288,21969,Struthio,genus,Gelasian,Calabrian,2.58,0.774
226309,21970,Struthio,genus,Calabrian,,1.8,0.774
226325,21971,Struthio,genus,Calabrian,,1.8,0.774
226800,22066,Accipitridae,family,Late Pleistocene,,0.129,0.0117
226810,22066,Phalacrocorax carbo,species,Late Pleistocene,,0.129,0.0117
226822,22066,Pelecanus rufescens,species,Late Pleistocene,,0.129,0.0117
226823,22066,Microcarbo africanus,species,Late Pleistocene,,0.129,0.0117
226824,22066,Anhinga melanogaster,species,Late Pleistocene,,0.129,0.0117
226825,22066,Ardea alba,species,Late Pleistocene,,0.129,0.0117
226826,22066,Mycteria ibis,species,Late Pleistocene,,0.129,0.0117
226827,22066,Anastomus lamelligerus,species,Late Pleistocene,,0.129,0.0117
226828,22066,Ciconiidae,family,Late Pleistocene,,0.129,0.0117
226829,22066,Ciconiidae,family,Late Pleistocene,,0.129,0.0117
226830,22066,Phoenicoparrus minor,species,Late Pleistocene,,0.129,0.0117
226831,22066,Plectropterus gambensis,species,Late Pleistocene,,0.129,0.0117
226832,22066,Anas,genus,Late Pleistocene,,0.129,0.0117
226833,22066,Haliaeetus vocifer,species,Late Pleistocene,,0.129,0.0117
226834,22066,Buteoninae,subfamily,Late Pleistocene,,0.129,0.0117
226835,22066,Aegypiinae,subfamily,Late Pleistocene,,0.129,0.0117
226836,22066,Francolinus,genus,Late Pleistocene,,0.129,0.0117
226837,22066,Numenius phaeopus,species,Late Pleistocene,,0.129,0.0117
226838,22066,Corvus albicollis,species,Late Pleistocene,,0.129,0.0117
226875,22068,Accipitridae,family,Holocene,,0.0117,0.0
226899,22068,Larus fuscus,species,Holocene,,0.0117,0.0
226900,22068,Chroicocephalus cirrocephalus,species,Holocene,,0.0117,0.0
226901,22068,Hydroprogne caspia,species,Holocene,,0.0117,0.0
226902,22068,Bubo lacteus,species,Holocene,,0.0117,0.0
226913,22069,Aves,class,Langhian,,15.98,13.82
226946,22070,Phasianidae,family,Langhian,,15.98,13.82
226953,22070,Ardeidae,family,Langhian,,15.98,13.82
226956,22070,Bucerotidae,family,Langhian,,15.98,13.82
226957,22070,Burhinidae,family,Langhian,,15.98,13.82
227203,22081,Aves,class,Langhian,,15.98,13.82
227223,22082,Gruidae,family,Langhian,,15.98,13.82
227227,22082,Ardeidae,family,Langhian,,15.98,13.82
227230,22082,Burhinidae,family,Langhian,,15.98,13.82
227234,22082,Otididae,family,Langhian,,15.98,13.82
227442,22138,Aves,class,Middle Pleistocene,Late Pleistocene,0.774,0.0117
227587,22219,Inguza predemersus,species,Late Miocene,,11.63,5.333
227602,22221,Dege hendeyi,species,Zanclean,,5.333,3.6
227610,22221,Colius,genus,Zanclean,,5.333,3.6
227613,22221,Rostratula,genus,Zanclean,,5.333,3.6
227621,22222,Dege hendeyi,species,Zanclean,,5.333,3.6
227640,22224,Colius,genus,Miocene,Pliocene,23.04,2.58
227648,22227,Colius,genus,Zanclean,,5.333,3.6
227649,22227,Scopus,genus,Zanclean,,5.333,3.6
227651,22227,Ciconia kahli,species,Zanclean,,5.333,3.6
228043,22330,Aves,class,Late Pliocene,Pleistocene,3.6,0.0117
228060,22332,Struthio,genus,Late Pliocene,Pleistocene,3.6,0.0117
228134,22334,Columba,genus,Late Pliocene,Pleistocene,3.6,0.0117
228876,22470,Aves,class,Calabrian,,1.8,0.774
228881,22470,Struthionidae,family,Calabrian,,1.8,0.774
229019,22596,Phalacrocorax,genus,Gelasian,,2.58,1.8
229020,22596,Bubo,genus,Gelasian,,2.58,1.8
229027,22596,Phalacrocorax,genus,Gelasian,,2.58,1.8
229033,22596,Aves,class,Gelasian,,2.58,1.8
229034,22596,Struthionidae,family,Gelasian,,2.58,1.8
229049,22597,Struthionidae,family,Zanclean,Piacenzian,5.333,2.58
229050,22597,Phasianidae,family,Zanclean,Piacenzian,5.333,2.58
229058,22599,Struthionidae,family,Zanclean,Piacenzian,5.333,2.58
229062,22599,Phasianidae,family,Zanclean,Piacenzian,5.333,2.58
229069,22600,Aves,class,Zanclean,Piacenzian,5.333,2.58
229073,22600,Phasianidae,family,Zanclean,Piacenzian,5.333,2.58
229097,22609,Phasianidae,family,Zanclean,Piacenzian,5.333,2.58
229102,22610,Phasianidae,family,Zanclean,Piacenzian,5.333,2.58
229107,22611,Phasianidae,family,Zanclean,Piacenzian,5.333,2.58
229118,22615,Pelecanus,genus,Gelasian,Calabrian,2.58,0.774
229130,22617,Colius striatus,species,Calabrian,,1.8,0.774
229141,22620,Phalacrocorax,genus,Calabrian,,1.8,0.774
229153,22624,Aves,class,Gelasian,Calabrian,2.58,0.774
229154,22624,Struthionidae,family,Gelasian,Calabrian,2.58,0.774
229256,18324,Balearica,genus,Clarendonian,,12.5,9.4
229290,22682,Prosauropoda,unranked clade,Rhaetian,,205.7,201.4
229313,22690,Hypacrosaurus stebingeri,species,Late Campanian,,83.6,72.2
229314,22692,Prosaurolophus maximus,species,Late Campanian,,83.6,72.2
229315,22693,Einiosaurus procurvicornis,species,Late Campanian,,83.6,72.2
229316,22694,Hadrosauridae,family,Late Campanian,,83.6,72.2
229317,22694,Einiosaurus procurvicornis,species,Late Campanian,,83.6,72.2
229333,22706,Theropoda,unranked clade,Carnian,Norian,237.0,205.7
229342,22709,Agujaceratops mariscalensis,species,Middle Campanian,Late Campanian,83.6,72.2
232546,14585,Potamornis skutchi,species,Late Maastrichtian,,72.2,66.0
247238,24178,Sauroposeidon proteles,species,Aptian,Albian,121.4,100.5
247316,24181,Leptoptilos,genus,Late Miocene,Early Pliocene,11.63,3.6
247317,24181,Leptoptilini,tribe,Late Miocene,Early Pliocene,11.63,3.6
247320,24181,Anatidae,family,Late Miocene,Early Pliocene,11.63,3.6
248041,14462,Dromaeosaurus albertensis,species,Middle Campanian,Late Campanian,83.6,72.2
248042,14462,Saurornitholestes langstoni,species,Middle Campanian,Late Campanian,83.6,72.2
248043,14462,Troodon formosus,species,Middle Campanian,Late Campanian,83.6,72.2
248044,14462,Richardoestesia gilmorei,species,Middle Campanian,Late Campanian,83.6,72.2
248045,14462,Theropoda,unranked clade,Middle Campanian,Late Campanian,83.6,72.2
248060,14437,Dromaeosaurus albertensis,species,Middle Campanian,,83.6,72.2
248061,14437,Saurornitholestes langstoni,species,Middle Campanian,,83.6,72.2
248062,14437,Troodon formosus,species,Middle Campanian,,83.6,72.2
248063,14437,Richardoestesia gilmorei,species,Middle Campanian,,83.6,72.2
248064,14437,Theropoda,unranked clade,Middle Campanian,,83.6,72.2
248075,14437,Avaceratops lammersi,species,Middle Campanian,,83.6,72.2
248589,24257,Hadrosaurinae,subfamily,Late Campanian,,83.6,72.2
248590,24257,Troodontidae,family,Late Campanian,,83.6,72.2
248591,24257,Theropoda,unranked clade,Late Campanian,,83.6,72.2
248594,24258,Latirhinus uitstlani,species,Late Campanian,,83.6,72.2
248595,24258,Theropoda,unranked clade,Late Campanian,,83.6,72.2
248601,24259,Hadrosaurinae,subfamily,Late Campanian,,83.6,72.2
248602,24259,Theropoda,unranked clade,Late Campanian,,83.6,72.2
248607,24260,Hadrosaurinae,subfamily,Late Campanian,,83.6,72.2
248608,24260,Theropoda,unranked clade,Late Campanian,,83.6,72.2
248615,24261,Saurolophinae,subfamily,Late Campanian,,83.6,72.2
248616,24261,Theropoda,unranked clade,Late Campanian,,83.6,72.2
248617,14616,Alvarezsauridae,family,Lancian,,72.2,66.0
248618,14616,Tyrannosauridae,family,Lancian,,72.2,66.0
248619,14616,Coelurosauria,unranked clade,Lancian,,72.2,66.0
248620,14616,Edmontosaurus annectens,species,Lancian,,72.2,66.0
248621,14616,Ceratopsidae,family,Lancian,,72.2,66.0
248622,14616,Ankylosauridae,family,Lancian,,72.2,66.0
255078,24754,Dinosauria,unranked clade,Late Campanian,,83.6,72.2
255079,24754,Macroolithus yaotunensis,species,Late Campanian,,83.6,72.2
255091,24757,Ovaloolithus chinkangkouensis,species,Campanian,,83.6,72.2
255096,24753,Elongatoolithus andrewsi,species,Campanian,Maastrichtian,83.6,66.0
255376,24790,Edmontosaurus annectens,species,Late Maastrichtian,,72.2,66.0
255449,24798,Eubrontes giganteus,species,Rhaetian,,205.7,201.4
255450,24798,Grallator variabilis,species,Rhaetian,,205.7,201.4
255468,24804,Iguanodontipodidae,family,Barremian,,125.77,121.4
255471,24806,Iguanodontipodidae,family,Barremian,,125.77,121.4
255475,24805,Dinosauria,unranked clade,Hauterivian,,132.6,125.77
255479,24807,Aquatilavipes izumiensis,species,Barremian,,125.77,121.4
255621,14455,Dryptosaurus,genus,Late Campanian,,83.6,72.2
255622,14455,Theropoda,unranked clade,Late Campanian,,83.6,72.2
255623,14455,Hadrosaurus,genus,Late Campanian,,83.6,72.2
255624,14455,Hadrosauridae,family,Late Campanian,,83.6,72.2
255625,14455,Ornithopoda,unranked clade,Late Campanian,,83.6,72.2
255935,24834,Coelurosaurichnus perriauxi,species,Anisian,Ladinian,246.7,237.0
255937,24834,Anchisauripus bibractensis,species,Anisian,Ladinian,246.7,237.0
256036,24845,Saurolophinae,subfamily,Maastrichtian,,72.2,66.0
256118,24851,Triceratops prorsus,species,Late Maastrichtian,,72.2,66.0
256195,24862,Emausaurus ernsti,species,Tenuicostatum,,184.2,182.9
256216,24864,Mamenchisaurus constructus,species,Kimmeridgian,Tithonian,154.8,143.1
256434,24877,Eoraptor lunensis,species,Tuvalian,,233.6,227.3
256435,24877,Herrerasaurus ischigualastensis,species,Tuvalian,,233.6,227.3
256441,24878,Herrerasaurus ischigualastensis,species,Carnian,,237.0,227.3
256442,24879,Titanosauria,unranked clade,Maastrichtian,,72.2,66.0
256450,20604,Anas,genus,Late Pleistocene,,0.129,0.0117
256451,20613,Meleagris gallopavo,species,Late Pleistocene,,0.129,0.0117
256452,20613,Cygnus columbianus,species,Late Pleistocene,,0.129,0.0117
256453,20613,Mareca americana,species,Late Pleistocene,,0.129,0.0117
256525,24888,Protohadros byrdi,species,Middle Cenomanian,,100.5,93.9
256534,24891,Vagaceratops irvinensis,species,Late Campanian,,83.6,72.2
256539,24893,Vagaceratops irvinensis,species,Late Campanian,,83.6,72.2
256575,24897,Iguanodon,genus,Late Barremian,Early Aptian,125.77,119.57
256590,24899,Confuciusornis dui,species,Late Barremian,Early Aptian,125.77,119.57
256591,24901,Spinosauridae,family,Aptian,,121.4,113.2
256592,24901,Sauropoda,unranked clade,Aptian,,121.4,113.2
256593,24901,Tetanurae,unranked clade,Aptian,,121.4,113.2
256656,18564,Anatidae,family,Hemphillian,,9.4,4.7
256679,24906,Mantellisaurus atherfieldensis,species,Late Barremian,Early Aptian,125.77,119.57
256680,24905,Haestasaurus becklesii,species,Late Berriasian,Valanginian,139.1,132.6
256711,24904,Wannanosaurus yansiensis,species,Early Maastrichtian,,72.2,66.0
256788,24915,Tyrannosauridae,family,Late Campanian,,83.6,72.2
256789,24915,Hadrosauridae,family,Late Campanian,,83.6,72.2
256790,24915,Hadrosauridae,family,Late Campanian,,83.6,72.2
256911,24924,Menefeeceratops sealeyi,species,Early Campanian,Middle Campanian,83.6,72.2
256913,24924,Saurornitholestes,genus,Early Campanian,Middle Campanian,83.6,72.2
259283,25073,Agujaceratops mavericus,species,Middle Campanian,Late Campanian,83.6,72.2
259284,25073,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
259315,25074,Vorona berivotrensis,species,Maastrichtian,,72.2,66.0
259321,25076,Tenontosaurus tilletti,species,Middle Albian,Early Cenomanian,110.1,93.9
259322,25077,Tenontosaurus tilletti,species,Aptian,Early Albian,121.4,110.1
259970,25125,Sinosaurus triassicus,species,Hettangian,Sinemurian,201.4,192.9
259971,25125,Yunnanosaurus,genus,Hettangian,Sinemurian,201.4,192.9
259972,25126,Tameryraptor markgrafi,species,Early Cenomanian,,100.5,93.9
259976,25127,Spinosaurus aegyptiacus,species,Early Cenomanian,,100.5,93.9
260015,25132,Rebbachisaurinae,unranked clade,Early Berriasian,Late Valanginian,143.1,132.6
260016,25133,Rebbachisaurinae,unranked clade,Early Berriasian,Late Valanginian,143.1,132.6
260017,25134,Sauropoda,unranked clade,Late Jurassic,,161.5,143.1
260020,25136,Sauropoda,unranked clade,Early Oxfordian,Late Tithonian,161.5,143.1
260021,25137,Carcharodontosaurus saharicus,species,Early Berriasian,Late Albian,143.1,100.5
260022,25137,Theropoda,unranked clade,Early Berriasian,Late Albian,143.1,100.5
260023,25137,Rebbachisaurinae,unranked clade,Early Berriasian,Late Albian,143.1,100.5
260024,25138,Dinosauria,unranked clade,Early Oxfordian,Late Albian,161.5,100.5
260025,25139,Carcharodontosaurus saharicus,species,Early Berriasian,Late Albian,143.1,100.5
260026,25139,Rebbachisaurinae,unranked clade,Early Berriasian,Late Albian,143.1,100.5
260030,25142,Rebbachisaurinae,unranked clade,Early Berriasian,Late Albian,143.1,100.5
260031,25143,Rebbachisaurinae,unranked clade,Early Berriasian,Late Albian,143.1,100.5
260035,25145,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
260039,25146,Theropoda,unranked clade,Barremian,Albian,125.77,100.5
260040,25147,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.2
260041,25148,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.2
260042,25149,Acrocanthosaurus atokensis,species,Aptian,,121.4,113.2
260584,25190,Dinosauria,unranked clade,Barremian,Albian,125.77,100.5
260588,25191,Dinosauria,unranked clade,Early Albian,Late Cenomanian,113.2,93.9
260589,25192,Carcharodontosaurus saharicus,species,Early Albian,Early Cenomanian,113.2,93.9
260590,25192,Rebbachisaurinae,unranked clade,Early Albian,Early Cenomanian,113.2,93.9
260591,25193,Theropoda,unranked clade,Early Berriasian,Late Valanginian,143.1,132.6
260592,25193,Rebbachisaurinae,unranked clade,Early Berriasian,Late Valanginian,143.1,132.6
260593,25194,Theropoda,unranked clade,Aptian,,121.4,113.2
260594,25194,Rebbachisaurinae,unranked clade,Aptian,,121.4,113.2
260595,25194,Carcharodontosaurus saharicus,species,Aptian,,121.4,113.2
260596,25195,Carcharodontosaurus saharicus,species,Albian,,113.2,100.5
260597,25196,Rebbachisaurinae,unranked clade,Albian,,113.2,100.5
260598,25197,Carcharodontosaurus saharicus,species,Albian,,113.2,100.5
260599,25198,Theropoda,unranked clade,Early Berriasian,Early Cenomanian,143.1,93.9
260601,25200,Carcharodontosaurus saharicus,species,Late Aptian,Early Albian,119.57,110.1
260602,25200,Rebbachisaurinae,unranked clade,Late Aptian,Early Albian,119.57,110.1
260605,25201,Titanosauridae,family,Early Berriasian,Late Albian,143.1,100.5
260606,25202,Theropoda,unranked clade,Early Berriasian,Late Valanginian,143.1,132.6
260607,25202,Rebbachisaurinae,unranked clade,Early Berriasian,Late Valanginian,143.1,132.6
260828,25219,Bahariasaurus ingens,species,Early Albian,Early Cenomanian,113.2,93.9
260829,25219,Rebbachisaurinae,unranked clade,Early Albian,Early Cenomanian,113.2,93.9
260830,25219,Aegyptosaurus baharijensis,species,Early Albian,Early Cenomanian,113.2,93.9
260831,25220,Rebbachisaurinae,unranked clade,Early Albian,Early Cenomanian,113.2,93.9
260832,25221,Bahariasaurus ingens,species,Late Albian,Early Cenomanian,106.3,93.9
260833,25221,Tetanurae,unranked clade,Late Albian,Early Cenomanian,106.3,93.9
260834,25221,Carcharodontosaurus saharicus,species,Late Albian,Early Cenomanian,106.3,93.9
260835,25221,Theropoda,unranked clade,Late Albian,Early Cenomanian,106.3,93.9
260836,25221,Spinostropheus gautieri,species,Late Albian,Early Cenomanian,106.3,93.9
260837,25221,Rebbachisaurinae,unranked clade,Late Albian,Early Cenomanian,106.3,93.9
260838,25221,Aegyptosaurus baharijensis,species,Late Albian,Early Cenomanian,106.3,93.9
260839,25221,Stegosauria,unranked clade,Late Albian,Early Cenomanian,106.3,93.9
260840,25222,Rebbachisaurinae,unranked clade,Early Berriasian,Early Cenomanian,143.1,93.9
260843,25223,Rebbachisaurinae,unranked clade,Early Berriasian,Late Valanginian,143.1,132.6
260844,25223,Macronaria,unranked clade,Early Berriasian,Late Valanginian,143.1,132.6
260845,25223,Aegyptosaurus baharijensis,species,Early Berriasian,Late Valanginian,143.1,132.6
260856,25224,Sauropoda,unranked clade,Early Berriasian,Early Cenomanian,143.1,93.9
260888,25225,Rebbachisaurinae,unranked clade,Early Berriasian,Early Cenomanian,143.1,93.9
260898,25226,Rebbachisaurinae,unranked clade,Early Berriasian,Late Barremian,143.1,121.4
260899,25226,Spinostropheus gautieri,species,Early Berriasian,Late Barremian,143.1,121.4
260900,25226,Theropoda,unranked clade,Early Berriasian,Late Barremian,143.1,121.4
