taxon_no,accepted_name,accepted_rank,parent_no,is_extant,n_occs
467411,Chucarosaurus,genus,389116,extinct,1
467412,Chucarosaurus diripienda,species,467411,extinct,1
122470,Rinconsauria,unranked clade,389116,extinct,15
130181,Uberabatitan,genus,122470,extinct,1
130182,Uberabatitan ribeiroi,species,130181,extinct,1
122471,Muyelensaurus,genus,122470,extinct,1
122472,Muyelensaurus pecheni,species,122471,extinct,1
273091,Overosaurus,genus,122470,extinct,1
273093,Overosaurus paradasorum,species,273091,extinct,1
505092,Chadititan,genus,122470,extinct,1
505093,Chadititan calvoi,species,505092,extinct,1
68591,Rinconsaurus,genus,122470,extinct,1
68592,Rinconsaurus caudamirus,species,68591,extinct,1
276170,Brasilotitan,genus,122470,extinct,1
276171,Brasilotitan nemophagus,species,276170,extinct,1
70544,Adamantisaurus,genus,122470,extinct,1
70545,Adamantisaurus mezzalirai,species,70544,extinct,1
427963,Bravasaurus,genus,122470,extinct,1
427964,Bravasaurus arrierosorum,species,427963,extinct,1
427961,Punatitan,genus,122470,extinct,1
427962,Punatitan coughlini,species,427961,extinct,1
89499,Maxakalisaurus,genus,122470,extinct,3
89500,Maxakalisaurus topai,species,89499,extinct,3
140725,Pitekunsaurus,genus,122470,extinct,1
140726,Pitekunsaurus macayai,species,140725,extinct,1
320810,Rukwatitan,genus,122470,extinct,1
320811,Rukwatitan bisepultus,species,320810,extinct,1
436895,Arrudatitan,genus,122470,extinct,1
436896,Arrudatitan maximus,species,436895,extinct,1
109003,Lognkosauria,unranked clade,389116,extinct,6
184915,Drusilasaura,genus,109003,extinct,1
184916,Drusilasaura deseadensis,species,184915,extinct,1
109004,Futalognkosaurus,genus,109003,extinct,1
109005,Futalognkosaurus dukei,species,109004,extinct,1
174549,Traukutitan,genus,109003,extinct,1
174550,Traukutitan eocaudata,species,174549,extinct,1
346948,Austroposeidon,genus,109003,extinct,1
346949,Austroposeidon magnificus,species,346948,extinct,1
287942,Quetecsaurus,genus,109003,extinct,1
287943,Quetecsaurus rusconii,species,287942,extinct,1
55583,Mendozasaurus,genus,109003,extinct,1
55584,Mendozasaurus neguyelap,species,55583,extinct,1
450378,Teratopodus,genus,55585,extinct,2
450379,Teratopodus malarguensis,species,450378,extinct,1
38690,Laplatasaurus,genus,55585,extinct,1
64322,Laplatasaurus araukanicus,species,38690,extinct,1
66647,Andesauridae,family,55585,extinct,0
155051,Titanopodus,genus,55585,extinct,1
155052,Titanopodus mendozensis,species,155051,extinct,1
379935,Baalsaurus,genus,55585,extinct,1
379936,Baalsaurus mansillai,species,379935,extinct,1
437580,Poripuchia,unranked clade,55585,extinct,52
437531,Gspsauridae,family,437580,extinct,22
437532,Gspsaurinae,subfamily,437531,extinct,10
478417,Ikqaumishan,genus,437532,extinct,3
478418,Ikqaumishan smqureshi,species,478417,extinct,3
437527,Gspsaurus,genus,437532,extinct,7
437521,Gspsaurus,genus,437532,extinct,7
437528,Gspsaurus pakistani,species,437527,extinct,7
437522,Gspsaurus pakistani,species,437527,extinct,7
437533,Saraikimasoominae,subfamily,437531,extinct,12
437525,Saraikimasoom,genus,437533,extinct,12
437526,Saraikimasoom vitakri,species,437525,extinct,12
119548,Pakisauridae,family,437580,extinct,30
437507,Pakisaurinae,subfamily,119548,extinct,0
119550,Pakisaurus,genus,119548,extinct,12
119551,Pakisaurus balochistani,species,119550,extinct,11
437508,Isisaurinae,subfamily,119548,extinct,9
119552,Sulaimanisaurus,genus,437508,extinct,6
119650,Sulaimanisaurus gingerichi,species,119552,extinct,6
478413,Imrankhanhero,genus,437508,extinct,3
478414,Imrankhanhero zilefatmi,species,478413,extinct,3
437509,Khetranisaurinae,subfamily,119548,extinct,4
119554,Khetranisaurus,genus,437509,extinct,4
119555,Khetranisaurus barkhani,species,119554,extinct,4
478419,Khanazeem,genus,119548,extinct,2
478420,Khanazeem saraikistani,species,478419,extinct,2
482171,Gandititan,genus,55585,extinct,1
482172,Gandititan cavocaudatus,species,482171,extinct,1
58920,Andesauroidea,superfamily,55585,extinct,0
38680,Titanosauridae,family,55585,extinct,162
38689,Titanosauridae,family,38680,extinct,18
65144,Titanosauridae,family,38689,extinct,9
192451,Titanosauridae,family,55585,extinct,162
66649,Antarctosaurinae,subfamily,38680,extinct,0
53965,Titanosaurinae,subfamily,38680,extinct,7
38681,Aegyptosaurus,genus,55585,extinct,7
66662,Aegyptosaurus baharijensis,species,38681,extinct,5
440882,Hamititan,genus,55585,extinct,1
440883,Hamititan xinjiangensis,species,440882,extinct,1
360505,Choconsaurus,genus,55585,extinct,1
360506,Choconsaurus baileywillisi,species,360505,extinct,1
140853,Malarguesaurus,genus,55585,extinct,2
140854,Malarguesaurus florenciae,species,140853,extinct,2
437529,Pashtosaurus,genus,55585,extinct,1
437530,Pashtosaurus zhobi,species,437529,extinct,1
66648,Titanosauria,unranked clade,55585,extinct,0
201024,Narambuenatitan,genus,55585,extinct,1
201025,Narambuenatitan palomoi,species,201024,extinct,1
38708,Mongolosaurus,genus,55585,extinct,1
63262,Mongolosaurus haplodon,species,38708,extinct,1
153725,Barrosasaurus,genus,55585,extinct,2
153726,Barrosasaurus casamiquelai,species,153725,extinct,2
381533,Mnyamawamtuka,genus,55585,extinct,1
381534,Mnyamawamtuka moyowamkia,species,381533,extinct,1
58917,Andesaurus,genus,55585,extinct,1
58918,Andesaurus delgadoi,species,58917,extinct,1
437616,Dgkhansaurus,genus,55585,extinct,1
437617,Dgkhansaurus maarri,species,437616,extinct,1
66006,Karongasaurus,genus,55585,extinct,2
66007,Karongasaurus gittelmani,species,66006,extinct,2
54171,Titanosauria,unranked clade,55585,extinct,7
119549,Balochisauridae,family,55585,extinct,23
437510,Marisaurinae,subfamily,119549,extinct,5
119556,Marisaurus,genus,437510,extinct,5
119557,Marisaurus jeffi,species,119556,extinct,5
437511,Balochisaurinae,subfamily,119549,extinct,15
478415,Qaikshaheen,genus,437511,extinct,3
478416,Qaikshaheen masoomniazi,species,478415,extinct,3
119558,Balochisaurus,genus,437511,extinct,12
119651,Balochisaurus malkani,species,119558,extinct,12
253236,Astrophocaudia,genus,66514,extinct,1
253237,Astrophocaudia slaughteri,species,253236,extinct,1
66074,Jiangshanosaurus,genus,66514,extinct,1
66075,Jiangshanosaurus lixianensis,species,66074,extinct,1
38688,Chubutisaurus,genus,66514,extinct,2
53963,Chubutisaurus insignis,species,38688,extinct,2
180383,Angolatitan,genus,66514,extinct,1
180384,Angolatitan adamastor,species,180383,extinct,1
84657,Sonidosaurus,genus,66514,extinct,1
84658,Sonidosaurus saihangaobiensis,species,84657,extinct,1
251816,Euhelopodidae,unranked clade,66514,extinct,37
302341,Tambatitanis,genus,38699,extinct,1
302342,Tambatitanis amicitiae,species,302341,extinct,1
202272,Xianshanosaurus,genus,38699,extinct,1
202273,Xianshanosaurus shijiagouensis,species,202272,extinct,1
84665,Gobititan,genus,38699,extinct,1
84666,Gobititan shenzhouensis,species,84665,extinct,1
38701,Euhelopus,genus,38699,extinct,5
52900,Euhelopus,genus,38699,extinct,5
54868,Euhelopus zdanskyi,species,38701,extinct,2
288219,Yongjinglong,genus,38699,extinct,1
288220,Yongjinglong datangi,species,288219,extinct,1
153669,Qiaowanlong,genus,38699,extinct,1
153670,Qiaowanlong kangxii,species,153669,extinct,1
71976,Huabeisaurus,genus,38699,extinct,1
71977,Huabeisaurus allocotus,species,71976,extinct,1
465375,Ruixinia,genus,38699,extinct,1
465376,Ruixinia zhangi,species,465375,extinct,1
56409,Phuwiangosaurus,genus,38699,extinct,15
56410,Phuwiangosaurus sirindhornae,species,56409,extinct,13
58856,Tangvayosaurus,genus,38699,extinct,2
58857,Tangvayosaurus hoffeti,species,58856,extinct,2
72376,Erketu,genus,38699,extinct,2
72377,Erketu ellisoni,species,72376,extinct,1
166380,Ruyangosaurus,genus,38699,extinct,1
166381,Ruyangosaurus giganteus,species,166380,extinct,1
440880,Silutitan,genus,38699,extinct,1
440881,Silutitan sinensis,species,440880,extinct,1
154995,Daxiatitan,genus,38699,extinct,1
154996,Daxiatitan binglingi,species,154995,extinct,1
371005,Sibirotitan,genus,66514,extinct,4
371006,Sibirotitan astrosacralis,species,371005,extinct,3
438442,Somphospondyli,unranked clade,66514,extinct,0
432385,Diamantinasauria,unranked clade,66514,extinct,28
438443,Diamantinasauria,unranked clade,432385,extinct,2
340068,Sarmientosaurus,genus,432385,extinct,1
340069,Sarmientosaurus musacchioi,species,340068,extinct,1
148970,Wintonotitan,genus,432385,extinct,7
148971,Wintonotitan wattsi,species,148970,extinct,7
148968,Diamantinasaurus,genus,432385,extinct,6
148969,Diamantinasaurus matildae,species,148968,extinct,6
366664,Mansourasaurus,genus,432385,extinct,1
366665,Mansourasaurus shahinae,species,366664,extinct,1
347241,Savannasaurus,genus,432385,extinct,3
347242,Savannasaurus elliottorum,species,347241,extinct,3
356194,Europatitan,genus,66514,extinct,1
356195,Europatitan eastwoodi,species,356194,extinct,1
477180,Garumbatitan,genus,66514,extinct,1
477181,Garumbatitan morellensis,species,477180,extinct,1
176039,Liubangosaurus,genus,66514,extinct,1
176040,Liubangosaurus hei,species,176039,extinct,1
66616,Sauroposeidon,genus,66514,extinct,6
66617,Sauroposeidon proteles,species,66616,extinct,5
105990,Sauroposeidon proteles,species,66616,extinct,5
105989,Sauroposeidon,genus,66514,extinct,6
133726,Huanghetitan,genus,66514,extinct,1
133728,Huanghetitan liujiaxiaensis,species,133726,extinct,1
153807,Dongbeititan,genus,66514,extinct,1
153808,Dongbeititan dongi,species,153807,extinct,1
100783,Australodocus,genus,66514,extinct,1
100784,Australodocus bohetii,species,100783,extinct,1
433625,Dzharatitanis,genus,66514,extinct,1
433626,Dzharatitanis kingi,species,433625,extinct,1
327236,Padillasaurus,genus,66514,extinct,1
327237,Padillasaurus leivaensis,species,327236,extinct,1
163872,Somphospondyli,unranked clade,66514,extinct,1
81714,Ligabuesaurus,genus,66514,extinct,1
81715,Ligabuesaurus leanzai,species,81714,extinct,1
268506,Yunmenglong,genus,66514,extinct,1
268507,Yunmenglong ruyangensis,species,268506,extinct,1
350050,Triunfosaurus,genus,66514,extinct,1
350051,Triunfosaurus leonardii,species,350050,extinct,1
38675,Austrosaurus,genus,66514,extinct,1
55571,Austrosaurus mckillopi,species,38675,extinct,1
178321,Brontomerus,genus,66514,extinct,1
178323,Brontomerus mcintoshi,species,178321,extinct,1
133727,Somphospondyli,unranked clade,66514,extinct,1
138439,Tastavinsaurus,genus,66514,extinct,2
138440,Tastavinsaurus sanzi,species,138439,extinct,2
273049,Gannansaurus,genus,66514,extinct,1
273050,Gannansaurus sinensis,species,273049,extinct,1
64327,Titanosauriformes,unranked clade,57468,extinct,1
91657,Titanosaurimanus,genus,57468,extinct,3
91658,Titanosaurimanus nana,species,91657,extinct,1
53018,Titanosauriformes,unranked clade,57468,extinct,1
54172,Titanosauriformes,unranked clade,53018,extinct,1
83099,Titanosauriformes,unranked clade,57468,extinct,0
38678,Pelorosaurus,genus,57468,extinct,3
54174,Pelorosaurus conybeari,species,38678,extinct,1
65156,Pelorosaurus praecursor,species,38678,extinct,0
398065,Fushanosaurus,genus,57468,extinct,1
398066,Fushanosaurus qitaiensis,species,398065,extinct,1
234034,Titanosauriformes,unranked clade,57468,extinct,1
63717,Titanosauriformes,unranked clade,57468,extinct,3
38692,Titanosauriformes,unranked clade,57468,extinct,2
133729,Titanosauriformes,unranked clade,57468,extinct,0
119653,Titanosauriformes,unranked clade,57468,extinct,2
386797,Oceanotitan,genus,57468,extinct,1
386800,Oceanotitan dantasi,species,386797,extinct,1
133722,Huanghetitanidae,family,57468,extinct,0
214882,Laurasiformes,unranked clade,57468,extinct,0
234033,Titanosauriformes,unranked clade,57468,extinct,0
501005,Sousatitanosauripus,genus,57468,extinct,1
501006,Sousatitanosauripus robsoni,species,501005,extinct,1
119652,Titanosauriformes,unranked clade,57468,extinct,0
202797,Duriatitan,genus,57468,extinct,8
203321,Duriatitan humerocristatus,species,202797,extinct,7
54170,Titanosauriformes,unranked clade,57468,extinct,5
153809,Fusuisaurus,genus,57468,extinct,1
153810,Fusuisaurus zhaoi,species,153809,extinct,1
133730,Titanosauriformes,unranked clade,57468,extinct,1
52990,Ornithopsis,genus,57468,extinct,6
54173,Ornithopsis hulkei,species,52990,extinct,3
66827,Ornithopsis hulkei,species,52990,extinct,3
455553,Occitanopodus,genus,57468,extinct,1
455554,Occitanopodus gandi,species,455553,extinct,1
83100,Titanosauriformes,unranked clade,57468,extinct,1
83016,Macronaria,unranked clade,57438,extinct,1
71921,Camarasauromorpha,unranked clade,57438,extinct,164
66568,Tehuelchesaurus,genus,71921,extinct,1
66569,Tehuelchesaurus benitezii,species,66568,extinct,1
38696,Camarasauridae,family,71921,extinct,162
38697,Camarasaurus,genus,38696,extinct,138
54168,Camarasaurus supremus,species,38697,extinct,7
65176,Camarasaurus supremus,species,38697,extinct,7
54206,Camarasaurus supremus,species,38697,extinct,7
65180,Camarasaurus supremus,species,38697,extinct,7
65175,Camarasaurus supremus,species,38697,extinct,7
71837,Camarasaurus lentus,species,38697,extinct,9
71923,Camarasaurus lentus,species,38697,extinct,9
71922,Camarasaurus lentus,species,38697,extinct,9
65174,Camarasaurus,genus,38696,extinct,138
52968,Camarasaurus,genus,38696,extinct,138
389229,Morosaurus marchei,species,38697,extinct,1
67988,Camarasaurus lewisi,species,38697,extinct,1
55639,Camarasaurus,genus,38696,extinct,138
66544,Camarasaurus,genus,38696,extinct,138
67181,Camarasaurus grandis,species,38697,extinct,13
52967,Camarasaurus grandis,species,38697,extinct,13
64747,Camarasaurus grandis,species,38697,extinct,13
67182,Camarasaurus grandis,species,38697,extinct,13
52839,Helopodinae,subfamily,38696,extinct,0
71349,Lourinhasaurus,genus,38696,extinct,5
71350,Lourinhasaurus alenquerensis,species,71349,extinct,5
68160,Camarasauromorpha,unranked clade,57438,extinct,164
81696,Europasaurus,genus,71921,extinct,1
81697,Europasaurus holgeri,species,81696,extinct,1
171376,Dashanpusaurus,genus,57438,extinct,1
171377,Dashanpusaurus dongi,species,171376,extinct,1
63719,Macronaria,unranked clade,57438,extinct,1
38674,Macronaria,unranked clade,57438,extinct,5
82957,Macronaria,unranked clade,57438,extinct,5
463192,Yuzhoulong,genus,57438,extinct,1
463193,Yuzhoulong qurenensis,species,463192,extinct,1
53041,Atlasaurus,genus,57438,extinct,1
63744,Atlasaurus imelakei,species,53041,extinct,1
70636,Aragosaurus,genus,57438,extinct,1
70637,Aragosaurus ischiaticus,species,70636,extinct,1
71833,Titanomorpha,unranked clade,57438,extinct,0
67715,Galveosaurus,genus,57438,extinct,0
58922,Titanosauroidea,superfamily,57439,extinct,0
58921,Epachthosaurinae,subfamily,58922,extinct,0
67011,Neosauropoda,unranked clade,57439,extinct,1
91328,Turiasauria,unranked clade,57437,extinct,39
91327,Turiasaurus,genus,91328,extinct,5
91330,Turiasaurus riodevensis,species,91327,extinct,5
425748,Narindasaurus,genus,91328,extinct,1
425749,Narindasaurus thevenini,species,425748,extinct,1
57684,Losillasaurus,genus,91328,extinct,3
57685,Losillasaurus giganteus,species,57684,extinct,3
362685,Mierasaurus,genus,91328,extinct,1
362686,Mierasaurus bobyoungi,species,362685,extinct,1
351930,Moabosaurus,genus,91328,extinct,2
351931,Moabosaurus utahensis,species,351930,extinct,2
409504,Amanzia,genus,91328,extinct,2
409505,Amanzia greppini,species,409504,extinct,2
71876,Tendaguria,genus,91328,extinct,2
71878,Tendaguria tanzaniensis,species,71876,extinct,1
294727,Zby,genus,91328,extinct,2
294728,Zby atlanticus,species,294727,extinct,2
476541,Eusauropoda,unranked clade,57437,extinct,0
38684,Eusauropoda,unranked clade,57437,extinct,0
52769,Datousaurus,genus,57437,extinct,2
52771,Datousaurus bashanensis,species,52769,extinct,1
65915,Lapparentosaurus,genus,57437,extinct,1
66496,Lapparentosaurus madagascariensis,species,65915,extinct,1
66641,Janenschia,genus,57437,extinct,2
66642,Janenschia robusta,species,66641,extinct,2
461498,Perijasaurus,genus,57437,extinct,1
461499,Perijasaurus lapaz,species,461498,extinct,1
514503,Huashanosaurus,genus,57437,extinct,1
514504,Huashanosaurus qini,species,514503,extinct,1
56552,Eusauropoda,unranked clade,57437,extinct,1
321574,Haestasaurus,genus,57437,extinct,1
321575,Haestasaurus becklesii,species,321574,extinct,1
67549,Ferganasaurus,genus,57437,extinct,1
67550,Ferganasaurus verzilini,species,67549,extinct,1
38660,Shunosaurus,genus,57437,extinct,5
56457,Shunosaurus lii,species,38660,extinct,4
476542,Eusauropoda,unranked clade,57437,extinct,1
38654,Cetiosauridae,family,57437,extinct,15
72188,Cardiodontinae,subfamily,38654,extinct,0
63779,Cetiosauridae,family,57437,extinct,15
38662,Patagosaurus,genus,38654,extinct,4
66448,Patagosaurus fariasi,species,38662,extinct,3
81009,Chebsaurus,genus,38654,extinct,1
81010,Chebsaurus algeriensis,species,81009,extinct,1
65672,Shunosaurinae,subfamily,38654,extinct,0
65679,Protognathosaurus,genus,38654,extinct,1
67728,Protognathosaurus oxyodon,species,65679,extinct,1
65677,Protognathosaurus,genus,38654,extinct,1
192327,Cetiosaurinae,subfamily,38654,extinct,0
38706,Dystrophaeus,genus,57437,extinct,1
52875,Dystrophaeus viaemalae,species,38706,extinct,1
428862,Bagualia,genus,57437,extinct,1
428863,Bagualia alba,species,428862,extinct,1
53008,Cardiodon,genus,57437,extinct,1
67712,Cardiodon rugulosus,species,53008,extinct,1
66080,Eusauropoda,unranked clade,57437,extinct,8
67009,Eusauropoda,unranked clade,57437,extinct,0
270395,Nebulasaurus,genus,57437,extinct,1
270396,Nebulasaurus taito,species,270395,extinct,1
38659,Rhoetosaurus,genus,57437,extinct,1
57575,Rhoetosaurus brownei,species,38659,extinct,1
57435,Jobaria,genus,57437,extinct,2
57436,Jobaria tiguidensis,species,57435,extinct,2
67002,Eusauropoda,unranked clade,57437,extinct,2
77038,Eusauropoda,unranked clade,57437,extinct,1
469376,Mamenchisauridae,unranked clade,57437,extinct,69
66512,Zigongosaurus,genus,53026,extinct,0
58889,Hudiesaurus,genus,53026,extinct,1
58890,Hudiesaurus sinojapanorum,species,58889,extinct,1
71525,Chuanjiesaurus,genus,53026,extinct,1
71526,Chuanjiesaurus anaensis,species,71525,extinct,1
66513,Mamenchisauridae,unranked clade,57437,extinct,69
484710,Jingiella,genus,53026,extinct,1
484711,Jingiella dongxingensis,species,484710,extinct,1
153855,Eomamenchisaurus,genus,53026,extinct,1
153856,Eomamenchisaurus yuanmouensis,species,153855,extinct,1
313709,Qijianglong,genus,53026,extinct,1
313710,Qijianglong guokr,species,313709,extinct,1
